row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
1974,disease_10050,disease,Xử trí thế nào khi có cơn tăng huyết áp cấp cứu?,"Xử trí khẩn trương, theo dõi sát. Bệnh nhân phải được nhập viện và theo dõi tại chuyên khoa tim mạch và cấp cứu.","Khi có cơn tăng huyết áp cấp cứu, cần xử trí khẩn trương và theo dõi sát. Bệnh nhân phải được nhập viện và theo dõi tại chuyên khoa tim mạch và cấp cứu. Cần dùng các thuốc hạ huyết áp đường truyền tĩnh mạch, lựa chọn thuốc cụ thể tùy từng trường hợp có liên quan đến các bệnh kèm theo và các tổn thương cơ quan đích của bệnh nhân, theo ý kiến của bác sĩ chuyên khoa. Trước tiên cần điều trị để ổn định đường thở, nhịp thở và tuần hoàn.",1,True,b4cbae9981264f48296f|637f8d6d2c6f03fe9939|194bec660cadd4d8f629|ad329c4b2098f2a6c86e|00bfc34a56bebe454eb1,b4cbae9981264f48296f|637f8d6d2c6f03fe9939|194bec660cadd4d8f629|ad329c4b2098f2a6c86e|00bfc34a56bebe454eb1,1425,1054,113,10.489836400000058,OK,
1975,disease_35,disease,Làm thế nào để điều trị Barrett thực quản?,"Barrett thực quản cần được theo dõi và kiểm tra thường xuyên các tế bào bất thường, điều trị sớm trước khi hóa thành tế bào ung thư.","Chưa đủ thông tin. Để điều trị Barrett thực quản, cần có thông tin cụ thể về tình trạng bệnh của người bệnh, chẳng hạn như mức độ nghiêm trọng của bệnh, có có các biến chứng khác hay không, v.v. Tuy nhiên, theo thông tin trong ngữ cảnh, người bệnh cần phải theo dõi và kiểm tra thường xuyên các tế bào bất thường này, vì chúng cần được điều trị sớm trước khi hóa thành tế bào ung thư.",3,True,cc9cee553a000d4c3b3d|3a9f1b4cfcf999a021c1|d3a1e5ce4ea7b3fa0fb6|a8e78124e08cbd70e16a|5ae8d2210897116285dd,cc9cee553a000d4c3b3d|3a9f1b4cfcf999a021c1|d3a1e5ce4ea7b3fa0fb6|a8e78124e08cbd70e16a|5ae8d2210897116285dd,1406,1051,94,0.5731412999994063,OK,
1976,disease_13344,disease,Đau và khó chịu khi có ánh sáng là triệu chứng của bệnh lý gì?,Viêm mống mắt.,Chưa đủ thông tin. Bạn có thể cung cấp thêm thông tin để tôi có thể trả lời chính xác hơn.,3,True,f75f6084a35c62286f7c|3c92849ca3c66e131684|a2a06ccc69a0eaa8ddc8|f2d446d3e31cec85b6f1|79436222f418a7141a17,f75f6084a35c62286f7c|3c92849ca3c66e131684|a2a06ccc69a0eaa8ddc8|f2d446d3e31cec85b6f1|79436222f418a7141a17,1605,1233,25,12.741402999999991,OK,
1977,disease_6045,disease,Bệnh Pellagra là bệnh thiếu hụt vitamin gì?,"Bệnh Pellagra là bệnh do thiếu hụt vitamin B3 (vitamin PP), hay chất niacin.","Bệnh Pellagra là bệnh thiếu hụt vitamin B3 (vitamin PP), hay chất niacin.",1,True,ebb4a1ca95c4e083ca1f|b80fabed1a5d9e6ec2ae|b4012293714828a88942|3aaf09bae8f49c95f82a|e04941d63f16fe810141,ebb4a1ca95c4e083ca1f|b80fabed1a5d9e6ec2ae|b4012293714828a88942|3aaf09bae8f49c95f82a|e04941d63f16fe810141,1216,1010,24,0.7243882000002486,OK,
1978,disease_5842,disease,"Việc nổi hạch ở cổ hoặc nổi hạch ở cổ nhưng không đau, sưng tấy đột ngột thường là kết quả của gì?","Việc nổi hạch ở cổ hoặc nổi hạch ở cổ nhưng không đau, sưng tấy đột ngột thường là kết quả của nhiễm trùng hoặc chấn thương.","Nhiễm trùng, chấn thương.",1,True,814b43420de46b3269c5|47c0887f56990b687d06|5742b1c3bc4a152dd949|919de1e029b60fcb7e7b|e26b9357e310bd52ed9f,814b43420de46b3269c5|47c0887f56990b687d06|5742b1c3bc4a152dd949|919de1e029b60fcb7e7b|e26b9357e310bd52ed9f,1544,1234,11,15.208479500000976,OK,
1979,disease_4368,disease,Bệnh nhân Lupus ban đỏ thường biểu hiện thiếu máu như thế nào?,Có thể chỉ có thiếu máu nhẹ trong tình trạng viêm mãn tính cho đến thiếu máu tán huyết mức độ nặng.,Chưa đủ thông tin.,,False,986df46088a2c9db6f93|338a1c63b256ec4de26a|ebb4a1ca95c4e083ca1f|4be03f6b4cf01c8ef7e0|9af53de377fa46036e36,986df46088a2c9db6f93|338a1c63b256ec4de26a|ebb4a1ca95c4e083ca1f|4be03f6b4cf01c8ef7e0|9af53de377fa46036e36,1173,931,7,0.5474874999999884,OK,
1980,disease_12814,disease,Mục đích của việc di chuyển ngón tay cái trong quá trình thăm khám viêm khớp ngón tay cái là gì?,"Mục đích của việc di chuyển ngón tay cái trong quá trình thăm khám viêm khớp ngón tay cái là để kiểm tra các triệu chứng như âm thanh, đau, cảm giác khó chịu, qua đó đánh giá tình trạng của sụn khớp và tầm vận động của ngón tay cái.","Mục đích của việc di chuyển ngón tay cái trong quá trình thăm khám viêm khớp ngón tay cái là để kiểm tra tầm vận động của ngón tay cái và phát hiện các dấu hiệu của viêm khớp, chẳng hạn như âm thanh hoặc đau khi di chuyển.",1,True,4f456d0bb37af7fd4827|5036f8e7a23e61d78fc4|5b96547775c0cbc93e41|6a84cf948075536c3df5|2b73bfc45d461b81a316,4f456d0bb37af7fd4827|5036f8e7a23e61d78fc4|5b96547775c0cbc93e41|6a84cf948075536c3df5|2b73bfc45d461b81a316,1405,1114,58,0.5432944000021962,OK,
1981,disease_7255,disease,Nêu một vài ví dụ về các loại chất điện giải và chức năng cụ thể của mỗi loại.,"- Natri (Na⁺): Kiểm soát cân bằng dịch trong cơ thể, tác động lên việc điều hòa huyết áp, cần thiết cho chức năng thần kinh và co cơ.","Một vài ví dụ về các loại chất điện giải và chức năng cụ thể của mỗi loại bao gồm: - Natri (Na⁺): Kiểm soát cân bằng dịch trong cơ thể, điều hòa huyết áp và cần thiết cho chức năng thần kinh và co cơ. - Kali (K⁺): Điều chỉnh chức năng tim, duy trì hoạt động dẫn truyền thần kinh và cơ bắp khỏe mạnh. - Clorua (Cl⁻): Điều chỉnh cân bằng dịch của cơ thể, cân bằng nồng độ acid và base trong máu, giúp duy trì độ pH máu ở mức bình thường và cần thiết cho tiêu hóa. - Canxi (Ca⁺⁺): Ổn định huyết áp, kiểm soát sự co cơ xương, hình thành và giúp xương, răng chắc khỏe. - Magie (Mg⁺⁺): Đảm bảo quá trình co cơ, điều hòa nhịp tim và dẫn truyền thần kinh diễn ra hiệu quả.",1,True,1d31a49b31bae1b4a9e6|c873c8501ef75a222f12|fe645a7352df28b0bc9e|c9bc95bede32ae1eac7e|58c79ba06ad164b94c4b,1d31a49b31bae1b4a9e6|c873c8501ef75a222f12|fe645a7352df28b0bc9e|c9bc95bede32ae1eac7e,1754,1281,198,0.7409635000003618,OK,
1982,disease_1015,disease,Chuẩn bị trước khi can thiệp nội mạch cần những yếu tố nào?,"Để chuẩn bị tốt cho can thiệp nội mạch, bệnh nhân cần được chuẩn bị về các tình huống có thể xảy ra như phát hiện những bất thường hoặc các tổn thương mới trong quá trình can thiệp gây bất lợi cho thao tác, phẫu thuật viên không thể hoàn thành các mục tiêu đề ra của can thiệp nội mạch và buộc phải chuyển mổ thường để đạt được mục tiêu điều trị, hoặc tình trạng chảy máu vượt quá khả năng kiểm soát của can thiệp nội mạch.","Theo ngữ cảnh, chuẩn bị trước khi can thiệp nội mạch cần những yếu tố sau: - Liệu các dụng cụ can thiệp nội mạch có hiệu quả với bệnh nhân hay không? - Chỉ định của can thiệp nội mạch có đúng ở bệnh lý của bệnh nhân hay không? - Các vấn đề sức khỏe khác kèm theo của bệnh nhân có cho phép thực hiện can thiệp nội mạch hay không? - Đánh giá và tay nghề của bác sĩ điều trị về can thiệp nội mạch. Ngoài ra, bệnh nhân cũng cần được chuẩn bị về các tình huống có thể xảy ra trong quá trình can thiệp nội mạch, chẳng hạn như: - Phát hiện những bất thường hoặc các tổn thương mới trong quá trình can thiệp gây bất lợi cho thao tác. - Phẫu thuật viên không thể hoàn thành các mục tiêu đề ra của can thiệp nội mạch và buộc phải chuyển mổ thường để đạt được mục tiêu điều trị. - Tình trạng chảy máu vượt quá khả năng kiểm soát của can thiệp nội mạch.",1,True,d0bff3d6107839bb31c2|402951022f3437455843|e1e4bdd6535c4ab9cdea|2908a2a7302553870f09|99ad65c39039c2dab786,d0bff3d6107839bb31c2|402951022f3437455843|e1e4bdd6535c4ab9cdea|2908a2a7302553870f09,1961,1388,223,4.490404900003341,OK,
1983,disease_7367,disease,Sa sút trí tuệ do bệnh lý mạch máu dưới vỏ thường có những triệu chứng đặc trưng nào?,"Sa sút trí tuệ do bệnh lý mạch máu dưới vỏ thường có những triệu chứng đặc trưng như yếu nhẹ một bên người, đi đứng dễ bị té ngã, cử động vụng về, phát âm không rõ ràng và ít biểu lộ cảm xúc trên khuôn mặt. Người bệnh cũng có thể gặp phải tình trạng mất kiểm soát bàng quang.","Người bệnh có thể mất kiểm soát bàng quang. Bệnh nhân có thể yếu nhẹ một bên người hoặc đi đứng dễ bị té ngã hơn, hoạt động trở nên vụng về, phát âm không rõ, ít biểu lộ cảm xúc trên khuôn mặt.",1,True,73799f0272e88c0804d0|5bed8bd4228958274d10|9bb9870c7bbfd7ee63d7|c79be5c7ceaa6dcab4ab|d6fe000f7fdbf4a299a0,73799f0272e88c0804d0|5bed8bd4228958274d10|9bb9870c7bbfd7ee63d7|c79be5c7ceaa6dcab4ab|d6fe000f7fdbf4a299a0,1926,1416,54,13.047595399999409,OK,
1984,disease_11594,disease,Hóa trị có vai trò gì trong điều trị ung thư phổi giai đoạn đầu?,Hóa trị trong điều trị ung thư phổi giai đoạn đầu đóng vai trò là phương pháp điều trị hỗ trợ sau phẫu thuật.,"Tôi xin lỗi, nhưng thông tin trong ngữ cảnh không đề cập đến ung thư phổi giai đoạn đầu. Hóa trị được đề cập trong ngữ cảnh là một phương pháp điều trị ung thư cổ tử cung giai đoạn di căn xa, giúp giảm nhẹ các triệu chứng và kéo dài thời gian sống của người bệnh.",,False,d2e189c15488df41baee|ec5b44ccc9088a3c420f|a76bb6e4304983b4586c|ef43147edd7d13e29237|700ffea3a06c1058021f,d2e189c15488df41baee|ec5b44ccc9088a3c420f|a76bb6e4304983b4586c|ef43147edd7d13e29237|700ffea3a06c1058021f,1905,1401,64,0.5707185999999638,OK,
1985,disease_10575,disease,U nội tủy nào là phổ biến nhất?,U tế bào sao và u tế bào lót ống nội tủy là hai dạng phổ biến nhất của u nội tủy.,U tế bào sao và u tế bào lót ống nội tủy là 2 dạng phổ biến nhất.,1,True,f143dfc47ac33718fd60|3f42b84a59da1cb8dd69|f3897bf6788323ba255d|0de63b7fa5f8c838d04c|0c23b12c3708cde865cb,f143dfc47ac33718fd60|3f42b84a59da1cb8dd69|f3897bf6788323ba255d|0de63b7fa5f8c838d04c|0c23b12c3708cde865cb,1485,1124,23,0.5599134000003687,OK,
1986,disease_11266,disease,Hút thuốc lá có ảnh hưởng như thế nào đến nguy cơ mắc ung thư biểu mô tế bào gan?,"Hút thuốc lá làm tăng nguy cơ mắc ung thư biểu mô tế bào gan. Vì thế, nên hạn chế sử dụng đồ uống có cồn, không hút thuốc lá (kể cả hút thụ động khói thuốc lá từ người khác).","Không có thông tin cụ thể trong ngữ cảnh về ảnh hưởng của hút thuốc lá đến nguy cơ mắc ung thư biểu mô tế bào gan. Tuy nhiên, trong ngữ cảnh về ung thư biểu mô tế bào gan, có đề cập đến việc hạn chế sử dụng đồ uống có cồn và không hút thuốc lá (kể cả hút thụ động khói thuốc lá từ người khác) như một biện pháp dự phòng.",1,True,4b47569e5fb06eb7c701|40cfb61a046e1436c1b0|ec5b44ccc9088a3c420f|e318773648e05266cd92|9f05c5238462b8e1b9a7,4b47569e5fb06eb7c701|40cfb61a046e1436c1b0|ec5b44ccc9088a3c420f|e318773648e05266cd92|9f05c5238462b8e1b9a7,1871,1405,85,0.8479557000027853,OK,
1987,disease_7178,disease,Khi nào nên bắt đầu điều trị bằng thuốc chống trầm cảm khi mắc chứng trầm cảm theo mùa?,Các liệu pháp thuốc chống trầm cảm nên được thực hiện trước khi các triệu chứng bắt đầu mỗi năm.,"Theo thông tin trong NGỮ CẢNH, nên bắt đầu điều trị bằng thuốc chống trầm cảm trước khi các triệu chứng bắt đầu mỗi năm.",1,True,f4969c4281b2b99d4365|9478b5e3c8791ba9b32b|8ad53f997f483c8f71c7|76b79c98b06ead00a970|ba355ebe4ce8a51a9799,f4969c4281b2b99d4365|9478b5e3c8791ba9b32b|8ad53f997f483c8f71c7|76b79c98b06ead00a970|ba355ebe4ce8a51a9799,1304,992,33,7.372325799999089,OK,
1988,disease_6582,disease,Các thể hang có cấu trúc như thế nào?,Các thể hang có cấu trúc hình ống có mô cương gồm nhiều khoảng trống như hang động.,"Cấu trúc của các thể hang giống như một hình ống có mô cương, bao gồm nhiều khoảng trống như hang động. Khi chứa đầy máu, các khoảng trống này giúp dương vật cương lên.",1,True,d79469eb08d99962ff57|0ee29706753792fc28ff|78aa262bd76d01bf6fad|19edc6b170d7201f60f0|fb20e6e7ad5b33fed6ba,d79469eb08d99962ff57|0ee29706753792fc28ff|78aa262bd76d01bf6fad|19edc6b170d7201f60f0|fb20e6e7ad5b33fed6ba,1682,1247,45,12.357407899999089,OK,
1989,disease_14168,disease,Việc giữ vùng kín khô thoáng có ý nghĩa như thế nào?,"Việc giữ vùng kín khô thoáng giúp ngăn ngừa sự phát triển của vi khuẩn và nấm, do đó góp phần phòng ngừa viêm âm đạo.","Việc giữ vùng kín khô thoáng giúp ngăn chặn các tác nhân gây kích ứng như tampon, băng vệ sinh có mùi thơm, xà phòng khử mùi và nước hoa vùng kín.",1,True,86ed45a12033c3fa6c8e|9ba5236f8781c4281a91|613a59be702350f67051|1f6d01602fe405d417f6|1c7cdcf893af4c756c92,86ed45a12033c3fa6c8e|9ba5236f8781c4281a91|613a59be702350f67051|1f6d01602fe405d417f6|1c7cdcf893af4c756c92,712,651,43,6.818736000001081,OK,
1990,disease_5805,disease,"Theo dấu hiệu cảnh báo nốt ruồi ác tính theo thứ tự ABCDE, dấu hiệu nào nói đến tính không đối xứng của nốt ruồi?",Asymmetrical (Không đối xứng).,"Dấu hiệu ""Asymmetrical"" (Không đối xứng) trong thứ tự ABCDE.",1,True,cde0ba29431c3aaa02d5|b48b7ab2c2654872569e|e8e7d9f3be7b8f2c2bf6|8a2c7f301f376f4f01f5|0b97964f88544ef3ece9,cde0ba29431c3aaa02d5|b48b7ab2c2654872569e|e8e7d9f3be7b8f2c2bf6|8a2c7f301f376f4f01f5|0b97964f88544ef3ece9,2086,1577,21,6.36769970000023,OK,
1991,disease_10242,disease,Người bệnh cần chú ý gì khi dùng thuốc điều trị bệnh tăng sản lành tính tuyến tiền liệt?,"Khi sử dụng thuốc điều trị tăng sản lành tính tuyến tiền liệt, người bệnh cần chú ý không dùng thuốc tác dụng trên hệ giao cảm, thuốc kháng cholinergic, và opioids.","Người bệnh cần chú ý tránh sử dụng thuốc tác dụng trên hệ giao cảm, thuốc kháng cholinergic, và opioids khi điều trị bệnh tăng sản lành tính tuyến tiền liệt.",3,True,41ca20b3629cda7ccb12|9c3268a2e46ef3289c8f|0a4445e16f9adfc69886|d9db87f1753ac1d5f7ef|c1f64074295f5ddedbc8,41ca20b3629cda7ccb12|9c3268a2e46ef3289c8f|0a4445e16f9adfc69886|d9db87f1753ac1d5f7ef|c1f64074295f5ddedbc8,1570,1140,37,0.49919520000185,OK,
1992,disease_6853,disease,Có những loại rối loạn nhân cách nào khác ngoài rối loạn nhân cách phân liệt?,"Ngoài rối loạn nhân cách phân liệt, còn có các loại rối loạn nhân cách khác như: Rối loạn nhân cách chống đối xã hội, Rối loạn nhân cách ranh giới, Rối loạn nhân cách hoang tưởng (nhân cách Paranoid),...","Câu trả lời dựa trên ngữ cảnh được cung cấp: Rối loạn nhân cách được chia thành 3 cụm: A (lập dị), B (kịch tính), C (lo âu). Ngoài rối loạn nhân cách phân liệt thuộc cụm A, còn có các loại rối loạn nhân cách khác như: - Rối loạn nhân cách chống đối xã hội (cụm B) - Rối loạn nhân cách ranh giới (cụm B) - Rối loạn nhân cách hoang tưởng (nhân cách Paranoid) (cụm A) - Rối loạn đa nhân cách (cụm A)",1,True,9c9e353933054d784ceb|2b0f8b5ef9bb8194de4f|3ee4747690573d3bf83c|a47575609dc5d1b893e6|e52b441be4059ab67948,9c9e353933054d784ceb|2b0f8b5ef9bb8194de4f|3ee4747690573d3bf83c|a47575609dc5d1b893e6|e52b441be4059ab67948,2012,1435,142,0.6605988000010257,OK,
1993,disease_5509,disease,Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến tình trạng gì?,Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến tình trạng nóng rát dạ dày.,Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến tình trạng nóng rát dạ dày.,2,True,27e5e048bb4156a8d6e6|c14f442228bbb2a9daa6|22ab7455c0fca9540fd7|6fb9cf057805350bed75|eb465e10c99b59fe2e07,27e5e048bb4156a8d6e6|c14f442228bbb2a9daa6|22ab7455c0fca9540fd7|6fb9cf057805350bed75|eb465e10c99b59fe2e07,1978,1527,27,0.5731974000009359,OK,
1994,disease_2407,disease,Tuổi tác ảnh hưởng như thế nào đến khả năng lành xương sau khi gãy sụn tiếp hợp?,"Ở trẻ gần hoàn thành quá trình phát triển lớp sụn, tổn thương chỉ ảnh hưởng rất nhỏ. Tuy nhiên, tổn thương sẽ ảnh hưởng sự phát triển của xương nhiều năm sau ở trẻ nhỏ hơn.","Tuổi tác ảnh hưởng đến khả năng lành xương sau khi gãy sụn tiếp hợp. Nếu một đứa trẻ gần như đã hoàn thành quá trình phát triển lớp sụn, việc tổn thương lớp sụn chỉ ảnh hưởng rất nhỏ. Tuy nhiên, điều này ngược lại ở một đứa trẻ nhỏ hơn và bị tổn thương lớp sụn vĩnh viễn. Tổn thương sẽ ảnh hưởng sự phát triển của xương nhiều năm sau này.",1,True,c99aee4a6149d35b9b6c|a3f49c94bd97788ce607|aa4ef96c65d246584cf6|ae76683430ba89dbf867|a3f49c94bd97788ce607,c99aee4a6149d35b9b6c|a3f49c94bd97788ce607|aa4ef96c65d246584cf6,2026,1507,93,0.5304178000005777,OK,
1995,disease_5246,disease,"Đối với những trường hợp nhiễm ký sinh trùng nặng nề, cần phải làm gì?","Đối với những trường hợp nhiễm ký sinh trùng nặng nề, cần có sự can thiệp của bác sĩ chuyên khoa Truyền Nhiễm để điều trị.","Đối với những trường hợp nhiễm ký sinh trùng nặng nề, cần phải có sự can thiệp của bác sĩ chuyên khoa Truyền Nhiễm.",1,True,bbf347cc2aa42422dde8|74e3ac5b8c3cf334a289|bb3e0fa55cb347208aaa|283451359ba627f1f602|cbb4880bcd35995f0b08,bbf347cc2aa42422dde8|74e3ac5b8c3cf334a289|bb3e0fa55cb347208aaa|283451359ba627f1f602|cbb4880bcd35995f0b08,1629,1236,34,0.49382490000061807,OK,
1996,disease_323,disease,Những đối tượng nào có thể áp dụng điều trị Thyroxine cho bướu giáp nhân?,"Phương pháp này có thể được chỉ định cho những bệnh nhân sống ở vùng thiếu iốt, bệnh nhân trẻ có nhân tuyến giáp nhỏ. Hoặc những bệnh nhân được chẩn đoán bướu giáp keo với điều kiện đã loại trừ tình trạng ác tính.",Những đối tượng có thể áp dụng điều trị Thyroxine cho bướu giáp nhân bao gồm: - Bệnh nhân sống ở vùng thiếu iốt - Bệnh nhân trẻ có nhân tuyến giáp nhỏ - Bệnh nhân được chẩn đoán bướu giáp keo với điều kiện đã loại trừ tình trạng ác tính.,1,True,12f757763bd8039f18e8|3a9f1b4cfcf999a021c1|ec1990d1a903bba58de8|be014eefed77eaec0b4a|45505f2719b4b378938e,12f757763bd8039f18e8|3a9f1b4cfcf999a021c1|ec1990d1a903bba58de8|be014eefed77eaec0b4a|45505f2719b4b378938e,1118,911,73,0.6887627000032808,OK,
1997,disease_15401,disease,Có thể bổ sung vitamin D cho trẻ như thế nào?,"Cha mẹ có thể bổ sung vitamin D cho trẻ bằng cách xây dựng chế độ ăn uống đa dạng, chứa nhiều loại thực phẩm giàu vitamin D, thường xuyên cho trẻ tiếp xúc với ánh nắng mặt trời và nhỏ giọt vitamin D theo chỉ định của bác sĩ.","Cha mẹ có thể bổ sung vitamin D cho trẻ bằng cách: - Xây dựng chế độ ăn uống đa dạng, chứa nhiều loại thực phẩm giàu vitamin D. - Thường xuyên cho trẻ tiếp xúc với ánh nắng mặt trời. Cách tốt nhất là cho trẻ tắm nắng vào sáng sớm. Lưu ý là chỉ để da của bé tiếp xúc với ánh nắng. Không nên để mắt trẻ tiếp xúc trực tiếp với ánh sáng mặt trời. - Nhỏ giọt vitamin D. Cách này cần tham khảo ý kiến bác sĩ trước khi thực hiện.",1,True,4572db4188f1822c1700|dceafa5f7300a8a836b8|b4012293714828a88942|b80fabed1a5d9e6ec2ae|059bb8db107115350ecc,4572db4188f1822c1700|dceafa5f7300a8a836b8|b4012293714828a88942|b80fabed1a5d9e6ec2ae|059bb8db107115350ecc,2053,1516,112,0.5607713999997941,OK,
1998,disease_6021,disease,Nêu tên các triệu chứng vận đông điển hình của bệnh Parkinson?,"Các triệu chứng vận đông điển hình của bệnh Parkinson là run, chậm vận đông, cứng khớp và mất thăng bang (mất ổn định tư thể).",Các triệu chứng vận động điển hình của bệnh Parkinson bao gồm: 1. Run 2. Chậm vận động 3. Cứng khớp 4. Cân bằng kém (mất ổn định tư thế),1,True,e779dfb98ea5a019c4bb|83c1d3302435315ecaf2|9bb9870c7bbfd7ee63d7|4204d7f19c9d12083919|ee9ecee4d25294ab4966,e779dfb98ea5a019c4bb|83c1d3302435315ecaf2|9bb9870c7bbfd7ee63d7|4204d7f19c9d12083919|ee9ecee4d25294ab4966,1627,1139,46,4.814528999999311,OK,
1999,disease_2168,disease,Kem Permethrin 5% được sử dụng như thế nào trong điều trị bệnh ghẻ?,"Với Kem Permethrin 5%, người bệnh bôi thuốc lên da và lưu lại trong 8-12 giờ, sau đó tắm sạch. Mỗi tuần lặp lại một lần.","Kem Permethrin 5% được sử dụng như sau: bôi và lưu lại trên da 8-12 giờ, tắm sạch ngay sau đó. Lặp lại mỗi tuần một lần.",1,True,8f25bb9bfd451984a07a|22ab7455c0fca9540fd7|b78c19c1f7e21ac8660a|a07074063d848e038a30|c545e3117e2b4c98c8c1,8f25bb9bfd451984a07a|22ab7455c0fca9540fd7|b78c19c1f7e21ac8660a|a07074063d848e038a30|c545e3117e2b4c98c8c1,1692,1301,43,2.0939603000006173,OK,
2000,disease_12787,disease,"Hiện nay, bệnh viêm khớp dạng thấp có thể phòng ngừa được không?","Hiện nay, chưa có cách nào để phòng ngừa bệnh viêm khớp dạng thấp.",Chưa đủ thông tin.,,False,a039c3f51d85a8d49c71|df5c9fb23015a94e1f44|4e7d88f033d658ff5278|8d262b33644385ea834c|26893d3ac6a77daa1409,a039c3f51d85a8d49c71|df5c9fb23015a94e1f44|4e7d88f033d658ff5278|8d262b33644385ea834c|26893d3ac6a77daa1409,1390,1099,7,4.413903799999389,OK,
2001,disease_4464,disease,Khi nào nên đi khám bác sĩ nếu bị lưỡi đen?,"Bạn nên đi khám bác sĩ nếu lưỡi đen không hết sau một hoặc hai tuần hoặc nếu bạn có các triệu chứng khác, chẳng hạn như đau đớn hoặc chảy máu.","Nếu nghi ngờ lưỡi bị đen là do thuốc hay chế độ ăn lỏng, nên gặp bác sĩ để tư vấn thêm.",3,True,c5bb4d0cf43f2c36e94f|768dc7eddcfd0e119a97|a9c3f483da4c44f6ce92|c62dd524c9cec481a7bf|a07074063d848e038a30,c5bb4d0cf43f2c36e94f|768dc7eddcfd0e119a97|a9c3f483da4c44f6ce92|c62dd524c9cec481a7bf|a07074063d848e038a30,1934,1417,30,3.5707241000018257,OK,
2002,disease_13878,disease,Viêm tuyến giáp bán cấp là gì?,Viêm tuyến giáp bán cấp là viêm giáp gây đau thường gặp nhất trên lâm sàng.,Viêm tuyến giáp bán cấp là tình trạng bệnh lý đặc trưng bởi sự thấm nhuận các tế bào viêm hoặc mô xơ ở tuyến giáp bị viêm.,1,True,31bb4e94a8d66bcd6971|ed53cd318e70801d9a55|be014eefed77eaec0b4a|a08c53dec243c7cb8f68|40c2edad7a79c941fab4,31bb4e94a8d66bcd6971|ed53cd318e70801d9a55|be014eefed77eaec0b4a|a08c53dec243c7cb8f68|40c2edad7a79c941fab4,1784,1429,35,8.494617500000459,OK,
2003,disease_13095,disease,Bệnh viêm màng phổi có những biểu hiện như thế nào?,"Bệnh viêm màng phổi có những biểu hiện như sốt, ho, đau ngực, khó thở.","Viêm màng phổi có thể không có triệu chứng rõ ràng ban đầu, nhưng sau đó có thể xuất hiện các biểu hiện như: - Cảm giác đau ngực hoặc khó thở - Sốt, mệt mỏi - Đau đầu hoặc đau cơ - Ho hoặc có đàm - Cảm giác nặng ngực Tuy nhiên, các triệu chứng này có thể giống với các bệnh lý khác, vì vậy cần phải được bác sĩ chẩn đoán và điều trị kịp thời.",,False,c856622ddcc3803386ce|4322831fd422e49f875f|dbb87c9b5e89ae390d9b|dd65d3dca5dc4ddacfc9|23f74ada57a5314b1ef3,c856622ddcc3803386ce|4322831fd422e49f875f|dbb87c9b5e89ae390d9b|dd65d3dca5dc4ddacfc9|23f74ada57a5314b1ef3,2196,1743,107,0.6424495000028401,OK,
2004,disease_14563,disease,Các triệu chứng áp xe má liên quan đến nguyên nhân gây viêm do bệnh lý răng miệng là gì?,"Các triệu chứng bao gồm hạn chế há miệng và đau khi mở miệng, ăn uống và nói chuyện, sưng tấy vùng nướu và ngách hành lang liên quan với răng nguyên nhân, tăng nhiệt vùng tổn thương, đau buốt khi chạm vào.","Các triệu chứng áp xe má liên quan đến nguyên nhân gây viêm do bệnh lý răng miệng bao gồm: - Hạn chế há miệng và đau khi mở miệng, ăn uống và nói chuyện. - Sưng tấy vùng nướu và ngách hành lang liên quan với răng nguyên nhân. - Tăng nhiệt vùng tổn thương. - Đau buốt khi chạm vào. Những triệu chứng này thường xuất hiện khi có vấn đề về răng miệng, chẳng hạn như viêm nha chu, cần được khám răng miệng định kỳ để điều trị triệt để.",1,True,2d4ed2da539397a4b9de|db5e9b12a9e0ee54d833|9b75916891971298ecc7|d54aeb40da5cd4d20502|7387706d0f1adcdbe6c0,2d4ed2da539397a4b9de|db5e9b12a9e0ee54d833|9b75916891971298ecc7,1665,1242,117,0.9002916999997979,OK,
2005,disease_4487,disease,Chỉ số khối cơ thể liên quan thế nào đến nguy cơ mắc bệnh lạc nội mạc tử cung?,Chỉ số khối cơ thể thấp là một yếu tố nguy cơ mắc bệnh lạc nội mạc tử cung.,Chỉ số khối cơ thể thấp có liên quan đến nguy cơ mắc bệnh lạc nội mạc tử cung cao hơn.,2,True,c439e88956efdb553b5b|4efdacca29e0dd503566|f3897bf6788323ba255d|3c9d0c8266f756ff6fb1|6b010501370dae04321d,c439e88956efdb553b5b|4efdacca29e0dd503566|f3897bf6788323ba255d|3c9d0c8266f756ff6fb1|6b010501370dae04321d,1460,1132,25,0.5385604000002786,OK,
