kb,question,ground_truth,mrr_score,ap_score,latency_sec,num_relevant,docs_preview
kb2,Tầng sinh môn của em bị đau và rách thì chăm sóc ở nhà thế nào bs ơi,Bạn nên vệ sinh sạch sẽ và được khuyến nghị tắm ngày 2 lần bằng nước muối ấm để hỗ trợ vết thương mau lành.,0.0,0.0,0.0563,0,"Hướng Dẫn Chăm Sóc Vết May Tầng Sinh Môn Sau Sinh Thường 21/05/2025 Việc chăm só ||| Câu hỏi	Trả lời	Nguồn: Chương trình khám sàn chậu sau sinh gồm những gì?	""Thăm k ||| | 69 ĐỠ ĐẺ TẠI NHÀ VÀ XỬ TRÍ ĐẺ RƠI 1. Đỡ đẻ tại nhà. Đỡ đẻ tại nhà là điều khôn ||| Cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi Hỏi Chào bác sĩ ạ. Bé nhà em  ||| Cuốn sách SỨC KHỎE này sẽ đề cập đến những nội dung sau: Những thông tin trong b"
kb2,Em nghe nói nếu k bú mẹ thì bé nhà mình dễ bị béo phì khi lớn lên fải k,"Đúng, không bú mẹ hoàn toàn làm tăng nguy cơ béo phì ở trẻ em và vị thành niên.",1.0,1.0,0.0576,5,6 tháng tuổi là thời gian phù hợp bắt đầu cho trẻ ăn dặm  Theo Viện Dinh dưỡng Q ||| Câu hỏi	Trả lời	Nguồn: - Vấn đề rất đáng lo ngại đó là khi cho trẻ uống quá nhiề ||| Điều kiện 9 Không cho trẻ nhỏ ngậm đầu vú cao su hoặc vú ngậm giả • Đầu vú cao s ||| Đặc điểm chung của trẻ sinh thấp cân • Trẻ sinh thấp cân là trẻ sinh ra có cân n ||| Câu hỏi	Trả lời	Nguồn: - Nếu bé uống quá nhiều sữa kể cả sữa bột hay sữa tươi th
kb2,Nuôi con bằng sưa mẹ thì người mẹ có lợi ích j về lâu dài k các Mom,"Giúp mẹ giảm nguy cơ ung thư vú trước và sau khi mãn kinh, ung thư buồng trứng, nội mạc tử cung, loãng xương và thiếu máu, trầm cảm sau sinh, viêm khớp dạng thấp và lấy lại cân nặng trước khi mang thai.",0.2,0.2,0.0586,1,16 Nuôi ăn cho trẻ nhỏ Sản phụ được cung cấp thông tin và phải được đảm bảo về • ||| 466 | SỔ THEO DÕI SỨC KHỎE BÀ MẸ VÀ TRẺ EM 1. Công dụng của Sổ theo dõi sức khỏ ||| Điều kiện 1 Có bản qui định về nuôi con bằng sữa mẹ và được phổ biến thường xuyê ||| KHUYẾN NGHỊ VỀ NCBSM (2) Cho trẻ bú kéo dài đến 24 tháng hoặc lâu hơn • Từ 6 thá ||| | 319 TRIỆT SẢN NỮ BẰNG PHƯƠNG PHÁP THẮT VÀ CẮT VÒI TỬ CUNG Triệt sản nữ bằng ph
kb2,Sưa non của em màu vàng và đặc thì có tốt cho bé con k bs ơi,"Rất tốt                                                                                                                                                                             • Chất lỏng dày dính màu vàng do các tế bào nang vú tiết ra trong suốt 3 tháng cuối của thai kì và kéo dài 1 thời gian sau sinh
• Số lượng ít, năng lượng cao
• Chứa ít đường lactose, vitamin tan trong chất béo, natri cao hơn, kẽm và tất cả các yếu tố bảo vệ
• Kháng thể bám vào thành ruột để tránh sự xâm nhập các mầm bệnh
• Các yếu tố tăng trưởng kích thích sự phát triển của tế bào niêm mạc, biểu mô, tổng hợp ADN, sự phát triển của các cơ quan và hệ thần kinh
• Thường sẽ chuyển sang sữa trưởng thành trong 30-40 giờ sau sinh",0.5,0.5,0.0549,2,"Câu hỏi	Trả lời	Nguồn: Bé 2 tuổi nên uống sữa tươi hay sữa bột?	""Cũng giống như  ||| Vàng da sơ sinh có nguy hiểm không? Đa số các trường hợp vàng da ở trẻ sơ sinh đ ||| Cột mốc quan trọng của bé: Biết lật Khi em bé có khả năng kiểm soát đầu và cùng  ||| 69 Hầu hết trẻ đi tểu sau m ỗi lần bú ho ặc ít nh ất vài l ần trong ngày. Màu ph ||| Cho bé ăn dặm từ lỏng đến đặc Nên cho trẻ ăn bột loãng từ 2 - 3 ngày sau đó tăng"
kb2,"Em bị đau núm vú quá, có cách nào để bớt đau khi cho bé bú k mn ơi","Tình trạng đau núm vú thường ổn định trong tuần thứ 2, bạn có thể dùng chính sữa mẹ bôi lên để làm dịu núm vú.",1.0,1.0,0.0623,5,Hậu quả trẻ ngậm bắt vú sai • Đau núm vú • Tổn thương núm vú • Cương tức vú • Tr ||| 38 - Cho trẻ bú không đúng cách - Tắc tia sữa - Áo ngực quá chặt Biểu hiện - Hai ||| Điều kiện 8 Khuyến khích cho trẻ bú mẹ theo nhu cầu. Bú theo nhu cầu là cho trẻ  ||| Nuôi con nhỏ khi bà mẹ gặp khó khăn về tình trạng vú Tình trạng khó khăn về vú t ||| Viêm vú và tắc ống dẫn sữa Nguyên nhân • Sữa lưu thông kém tại toàn bộ bầu vú là
kb2,Huyết trắng của em đóng mảng trắng đục như váng sưa kèm ngứa nóng rát là bị làm sao bs ơi,Đây là dấu hiệu của viêm âm đạo do nấm (thường là Candida albicans); bạn cần đi khám để được soi tươi chất tiết tìm chồi nấm hoặc sợi tơ nấm.,0.0,0.0,0.055,0,"Câu hỏi	Trả lời	Nguồn: Tại những vùng da thương tổn None: bé sẽ rất ngứa,khó chị ||| máu một bãi sau khi cương dương vật hoặc chảy máu ra ngoài niệu đạo sau khi cươn ||| Câu hỏi	Trả lời	Nguồn: Ngoài ra None: các phương pháp vệ sinh cũng được thực hiệ ||| 51 Trong ngăn mát tủ lạnh, nhiệt độ ≤-4 độ C thời gian bảo quản tốt nhất 4 ngày  ||| Để loại bỏ mùi hôi, một số người thích thêm khoảng nửa cốc baking soda hoặc một "
kb2,Nếu em bị nhiễm nấm âm đạo thì bé sơ sinh có bị lây k các Mom,"Bé có thể bị lây nhiễm trong lúc sổ thai ngang qua ÂĐ gây viêm niêm mạc miệng (đẹn), viêm da và viêm phổi.",1.0,1.0,0.0598,4,"Câu hỏi	Trả lời	Nguồn: Viêm kết mạc do vi rút thường gặp nhất là herpes simplex  ||| Nấm miệng (tưa miệng) ở trẻ nhỏ Hình ảnh của nấm miệng là các mảng trắng hoặc và ||| LOẠI NKLTQĐTD/NKĐSS Nguồn gốc Cách lây truyền Ví dụ hay gặp Nhiễm khuẩn lây truy ||| Câu hỏi	Trả lời	Nguồn: - Với nổi hạch lành tính: Nguyên nhân chủ yếu là từ các l ||| Trẻ dưới 2 tuổi có nên tẩy giun không? Hỏi Bé em được 11 tháng tuổi, cận nặng 8,"
kb2,"Em đang mang thai tháng cuối, có loại thuốc đặt âm đạo nào an toàn để dự phòng nấm k bs ơi",Bạn có thể sử dụng Clotrimazole 500mg đặt một liều duy nhất trong 4 tuần cuối thai kỳ; thuốc này đã được nghiên cứu không gây ảnh hưởng lên thai nhi.,1.0,1.0,0.0576,5,"chất độc hại, kể cả thuốc kháng sinh mạnh và các thực phẩm chức năng không rõ ng ||| Câu hỏi	Trả lời	Nguồn: • Vitamin B6 và doxylamine: Vitamin B6 là thuốc an toàn N ||| Nếu bạn có tiền sử trầm cảm bất kỳ lúc nào trong đời hoặc nếu bạn đang dùng thuố ||| Câu hỏi	Trả lời	Nguồn: • Thuốc chống nôn: nếu vitamin B6 và doxylamine không đủ  ||| Nên cho thai phụ vào viện trước đẻ 1 tháng  Con rạ: nên đình chỉ thai nghén. Nế"
kb2,Nhiễm khuẩn hậu sản là j mà em nghe bảo nguy hiểm lắm fải k?,Nhiễm khuẩn hậu sản là các nhiễm khuẩn xuất phát từ bộ phận sinh dục trong thời kỳ hậu sản. Đây là một trong những tai biến sản khoa thường gặp và là một trong những nguyên nhân hàng đầu gây tử vong mẹ.,1.0,0.8667,0.0516,3,"LOẠI NKLTQĐTD/NKĐSS Nguồn gốc Cách lây truyền Ví dụ hay gặp Nhiễm khuẩn lây truy ||| Câu hỏi	Trả lời	Nguồn: Đối với nhiễm trùng mắt do vi khuẩn chlamydia hoặc do vi  ||| Câu hỏi	Trả lời	Nguồn: Quy trình tái khám sau sinh mổ diễn ra như thế nào?	""Quy  ||| Câu hỏi	Trả lời	Nguồn: BCG được xem là loại vắc-xin an toàn bởi tỉ lệ các phản ứ ||| Câu hỏi	Trả lời	Nguồn: Nhiễm trùng mắt do nhiễm vi khuẩn/vi rút bao gồm các trườ"
kb2,"Vết khâu tầng sinh môn của em bị sưng tấy, đau và sốt nhẹ thì có phải bị nhiễm trùng k","Đây có thể là dấu hiệu nhiễm khuẩn tầng sinh môn (sốt nhẹ 38 độ C - 38,5 độ C, vết khâu sưng tấy, đau hoặc trường hợp nặng có mủ. Tử cung co hồi bình thường, sản dịch không hôi). Bạn cần vệ sinh tại chỗ hàng ngày bằng oxy già (nếu vết khâu có mủ), hoặc Povidon iodin, kháng sinh(uống hoặc tiêm) hoặc cắt chỉ tầng sinh môn nếu vết khâu tấy đỏ có mủ.",1.0,1.0,0.0579,5,"xác định xem có khối u không. Nếu có, cần xác định vị trí, kích thước, mật độ, d ||| Núm vú nhiễm nấm Candida Triệu chứng • Núm vú của bà mẹ rất đau và ngứa. Đau phả ||| 21 - Tắm nước ấm - Massage nhẹ nhàng vú để sữa chảy ra Đau vết khâu tầng sinh mô ||| | 349 - Vết loét do hạ cam: thường nhiều vết loét do tự lây nhiễm (kissing ulcer ||| 88 - Mức độ nhiễm trùng rốn trung bình: M ức độ sưng đỏ diễn ra ngay t ại chân r"
